id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,label
10727,1090,hàng đóng_gói ủng_hộ shop tiếp,28/10/2021,9:28,5,422204904,good
10728,213,,23/03/2022,6:13,5,422204259,good
10729,134,hàng tặng quà shop,20/07/2023,15:03,5,422204259,good
10730,1275,tốt không_tặng,1/10/2023,13:04,4,204900005,good
10731,2497,mùi hương dễ_chịu mát,4/5/2023,10:52,5,422206537,good
10732,1295,dễ_dàng thoải_mái thư_giãn,4/5/2023,16:18,5,308500004,good
10733,4011,kiên_trì tiếp,25/08/2020,17:00,5,256700017,good
10734,1191,không_thực nổi_bật,30/04/2023,2:16,2,249500019,bad
10735,613,dị_ứng mụn chống nắng ổn kháng bụi không_nặng mặt thấm tông nhẹ,29/05/2022,15:21,5,253900006,good
10736,1050,phục_hồi siêu_đỉnh không_gây,5/2/2022,8:56,5,422200342,good
10737,233,tốt,23/12/2021,10:16,5,422204259,good
10738,572,kèm bông_tẩy,22/06/2024,8:15,5,422212100,good
10739,46,sài lâu_ă lắm lì không_hết,1/11/2022,6:47,5,100230059,good
10740,320,cảm_giác đổ bông_tẩy mặt mát_mát,3/10/2020,16:46,5,205100136,good
10741,4224,chống nắng dạng chất thấm không_bị vệt trắng lót mùa nóng cảm_giác không_bị bí,31/07/2023,20:20,5,422212360,good
10743,846,chất_lượng ổn mô_tả,18/08/2023,13:52,3,204000059,neutral
10744,2111,shop tiếc hùi,11/3/2021,15:08,5,422202569,good
10745,492,chân_ái không_thì đẹp chứ_phối hơi dày,12/12/2022,15:10,5,422216416,good
10746,1746,chăm_sóc khách_hàng kém_không,18/11/2023,15:45,1,100190059,bad
10747,3166,xài hãng châm chích nóng_mặt chất_dưỡng mùi colagen không_thích,11/11/2022,20:13,2,365000016,bad
10748,327,dịu nhẹ lưu_ý không_cồn giá kcn xài hợp,1/9/2020,15:22,5,422211447,good
10749,325,tẩy ổn giá này_nhiên hơi,6/8/2020,13:38,4,243300007,good
10750,1758,retinol laroche lắm,20/01/2022,10:54,5,100240016,good
10751,2441,không_vào mặt_nạ xài không_vô đc xài miếng đỡ hẳn mụn xài đổi,23/09/2020,9:49,5,308500037,good
10752,1763,tốt dầu tầm không_bôi_dưỡng tẩy tốt tróc lớp chết,1/10/2021,20:46,5,100240016,good
10753,3276,mặt_nạ tốt tốt,12/1/2023,19:06,5,422209634,good
10754,2087,thơm xài siêu_thích trừ nắp hơi đóng hasaki hàng đặt_hàng trưa trưa,20/06/2021,10:51,5,422202045,good
10755,317,thơm nức mùi cà_phê tẩy tế_bào chết ổn hơi rát môi,28/01/2021,9:52,4,422201374,good
10756,1677,dịch shop hàng tuần thấm,17/08/2021,18:08,5,318900005,good
10757,297,tẩy nhẹ_dịu tẩy sạch nhẹ_nhàng chống nắng makeup đậm không_tẩy sạch_sẽ tẩy sạch_sẽ không_khô căng chẳng_bết rít cực thích,11/4/2021,12:18,5,211300005,good
10758,1713,hàng đóng_gói cẩn_thận chất_lượng miễn chê,22/11/2023,12:11,4,100220035,good
10759,505,dầu mụn không_hiệu dầu đổ bóng mặt dính dính dịu khuyên dầu dưỡng,29/10/2022,22:32,3,253900010,neutral
10760,62,thích_tẩy dịu nhẹ hàng makeup,17/04/2022,23:35,5,422204904,good
10761,1420,hàng,14/01/2022,20:54,4,293500043,good
10762,1247,dày hơi rát thấm_tẩy xơ_bông không_đáng kể_tẩy sạch hộp_vuông,1/6/2023,12:37,4,422211640,good
10763,2206,kiềm dầu cực tốt hơi bột bột á_không_có mịn lắm khô dưỡng ẩm tông nhẹ không_đều hiện_tượng vón_cục chỗ khóe mũi mắt,1/8/2021,22:28,5,249500028,good
10764,188,không_tặng tẩy,13/08/2022,13:48,4,205100146,good
10765,4040,tủ_lạnh đắp lắm,1/10/2020,16:33,5,365000013,good
10766,2140,đóng_gói hàng cẩn_thận vận_chuyển hộp méo tuýt hỗn_hợp thiên_dầu không_bị rát mùi nhè_nhẹ rửa nhờn_nhớn mặt xíu không_làm khô độ_ẩm giá_cả ổn_áp rẻ sài chống nắng makeup ẻm tẩy,15/04/2022,14:10,5,100750038,good
10767,3255,trắng tươi trẻ,5/12/2023,12:18,5,422205152,good
10768,673,thích hasaki tẩy,4/5/2023,19:03,5,100230057,good
10769,635,tone tone không_lên cho_dù tối màu ổn mặt tiết_dầu thấm dầu tiếng aply mặt mịn_đặc tán mắt đắp mặt tiếng hơi mắt bám tốt tẩy sạch sâu tẩy rửa mặt tối,11/7/2020,2:41,5,422212100,good
10770,3701,mùi hơi nồng chất lỏng hơi,28/07/2021,21:24,4,201600144,good
10771,2588,giá tiền thích,21/05/2021,9:12,5,365000018,good
10772,289,ổn,11/5/2021,16:25,4,422208807,good
10773,83,toner chân_ái ẩm tốt mà_còn kích_ứng sưng viêm mê,2/7/2021,9:05,5,318900012,good
10774,1737,tốt,20/11/2023,9:38,5,422206043,good
10775,979,tầm hàng hàng tht giả ảnh í mịn hơi hơi khô,11/7/2022,18:23,5,422204795,good
10776,329,hàng miêu_tả không_quá vượt_trội lựa_chọn,9/4/2024,5:08,3,100240016,neutral
10777,90,srm thích sạch không_bị khô,7/6/2021,22:29,5,211300007,good
10778,3643,không_cồn_paraben dầu_khoáng mạnh_dạn chốt liền kiểu toàn nhạy_cảm lắm mãi điều_trị mụn,24/01/2024,18:55,5,422211231,good
10779,1506,thơm lắm sức cảm_giác mịn căng xài trắng không_nhưng,5/5/2024,20:41,5,422206035,good
10780,1161,ngăm kén kcn kcn nâng_tông ngăm bợt bợt giả_trân ưng thấm tệp không_thấy vân nâng tông lố mỏng nhẹ ưng bụng ghê hơi mắt,29/01/2024,22:24,5,422217292,good
10781,2314,dễ_dàng thoải_mái thư_giãn,4/5/2023,20:27,5,308500015,good
10782,1118,silicot ưng giá rẻ dày vừa_phải mềm mịn tốn nước_tẩy không_dễ rách vụn dính mặt xài tập xài đỡ tốn tiền,22/06/2021,9:23,5,243300007,good
10783,223,tẩy sạch lớp dầu ẩm không_bị khô,14/02/2022,20:59,5,422206648,good
10784,1068,tẩy sạch mkup nhẹ tầm mùi thơm mkup đậm tầm,18/05/2023,9:23,5,422204904,good
10785,3674,cảnh_báo đừng mùi thơm không_đợi tẩy tế_bào chết thiên_nhiên,9/12/2018,0:00,5,422206042,good
10786,380,dầu nổi mụn cerave item đi bác_sĩ khuyên,22/04/2024,15:21,5,422208975,good
10787,776,trị mụn serum godndoc kiểu mụn ẩn_đổi tầm tuần_tiêu nhân_mụn í kiểu khô còi mụn đỏ khô thấm ngủ dậy căng bóng,24/02/2023,14:28,5,422208913,good
10788,2335,dễ_dàng thoải_mái thư_giãn,2/5/2023,17:21,5,422202253,good
10789,975,hợp cảm_nhận mụn bé lặn mất_tăm không_kích_ứng rửa không_hề khô htd nổi mao_mạch nhạy_cảm không_làm kích_ứng ưng,31/08/2022,14:54,5,422204795,good
10790,2407,đắp khô không_bị_rết cảm_giác chất thấm trọn ẩm_mướt nhẹ căng mịn skincare,25/02/2023,21:26,4,308500015,good
10791,1,không_bị dồn viền_ép kĩ_không_bị không_quá cứng không_gây_sát khó_chịu mặt có_mặt mặt_sần tẩy_mặt skincare mặt,2/11/2024,0:29,5,422222535,good
10792,202,đóng_gói hàng chậm báo,12/6/2022,12:05,3,422211447,neutral
10793,2545,dân văn_phòng không_rồi timf hiều mùa quyết_định xài thử hiệu_quả bât ngờ_lăm dể xài không_bị khô mặt lắm review ẩm xài đi yêu,13/11/2020,21:17,5,204100070,good
10794,675,thích hasaki tẩy,3/5/2023,18:42,5,200400003,good
10796,1417,rửa thoải_mái không_bị khô kết_hợp tẩy loreal sạch cảm_giác thoải_mái mùi hương đôi_lúc không_hợp mũi công_dụng tốt dầu,15/07/2022,18:15,5,422200632,good
10797,1725,tẩy chết ổn_áp êm,20/11/2023,16:03,5,100220035,good
10798,2294,vòi xịt ổn hạt dưỡng ẩm,12/3/2020,10:23,5,100150058,good
10799,1378,ổn đầu hơi rát nóng_mặt bình_thường hương_liệu không_quá khả_năng dưỡng ẩm_ổn chất_lượng giá tiền,15/12/2022,21:48,4,422200306,good
10800,332,thích dầu cực_kỳ nhạy_cảm tẩy rửa sữa rửa mặt mụn liền tẩy oreal hôm trưa mệt_quá kịp tẩy chống nắng nằm ngủ dậy căng ẩm_không_lên mụn chứng_tỏ độ lành_tính thích giá thế_này,11/7/2020,19:30,5,205100136,good
10801,2325,dễ_dàng thoải_mái thư_giãn,4/5/2023,10:05,5,308500018,good
10802,706,đỉnh vô mát,28/04/2023,20:39,5,422200236,good
10803,709,dễ_dàng thoải_mái thư_giãn,28/04/2023,10:15,5,308500004,good
10804,2552,thích_hợp dầu lắm,11/11/2020,0:00,5,204100054,good
10805,2209,dầu xài dạng milk,7/5/2021,14:58,5,249500021,good
10806,1854,sử_thích lắm giá chằg không_khô sạch,26/03/2021,7:53,5,422203321,good
10807,1374,sảm_phẩm cấp_nước hơi đỉnh mùi thơm_nhẹ thiên_dầu sài mùa lạnh,6/1/2023,15:03,5,422207826,good
10808,2573,mỏng nhạy_cảm,6/5/2023,12:12,5,422216449,good
10809,2371,dễ_dàng thoải_mái thư_giãn,29/04/2023,19:51,5,308500009,good
10810,1092,hình_tưởng tặng khách_hàng đầu dê thịt chó,9/10/2024,18:14,1,422207562,bad
10811,2681,,8/4/2021,15:21,5,422203776,good
10812,2251,tẩy nhẹ_nhàng mịn lắm,17/03/2023,22:03,5,245500001,good
10813,269,sài kcn tuýt tuýt hasaki mùi nồng lắm mùi hắc mũi khó_chịu bôi nhánh test mùi tuýt sánh_sợ dính hàng fake,20/07/2022,0:04,1,249500027,bad
10814,1641,đắp mặt mát lắm dưỡng_chất mùi dễ_chịu đắp mặt thoải_mái đêm rửa láng mịn,4/6/2024,23:28,5,422207151,good
10815,2287,xưa chỗ xài xịt mát êm_diệu lắm không_mùi hasaki xịt tràn trền rửa mặt xịt giọt mùi hơi hăng_cảm_giác không_mát cũ hàng hãng không_nữa kiểu xịt lớp xài trời nóng_nực mát xài thử thời,31/10/2022,20:45,3,422216098,neutral
10816,1148,hàng,14/02/2023,9:49,5,422218631,good
10817,2929,chất mặt_nạ ôm sát_mặt đắp đắp cảm_giác cực_kì thoải_mái không_bị kích_ứng hôm mướt hộp_miếng,15/01/2024,8:55,5,422207791,good
10818,2531,hàng đóng_gói hãng giá mềm,8/3/2021,9:33,5,204100019,good
10819,106,hàng sài êm_dịu sài,18/09/2023,18:06,5,422201774,good
10820,4182,tốt,17/10/2023,20:29,5,422209046,good
10821,4401,tốt,13/06/2017,12:17,5,100750038,good
10822,145,tẩy bioderma nhạy_cảm hiệu_quả ạ_phẩm,19/04/2023,20:37,5,100230064,good
10823,2377,dễ_dàng thoải_mái thư_giãn,29/04/2023,16:14,5,422205164,good
10824,2338,,2/5/2023,11:26,5,204100019,good
10825,3012,đầu hàng đóng_gói,26/05/2020,14:25,5,100150066,good
10826,3624,hài_lòng nổi_bật,2/5/2023,8:43,3,422205163,neutral
10827,788,xài chữ đổ dầu hồi xài dịu nhẹ tẩy đổ dầu mặt khuyên hỗn_hợp dầu_xài siêu_thích,10/6/2021,7:15,5,100230064,good
10828,2454,đắp mask đêm mịn mụn lặn,9/3/2020,21:10,5,308500013,good
10829,242,sợ tốt thẩm_thấu nhờn_rít khó_chịu,12/10/2021,17:26,5,422220469,good
10830,141,sạch tốt xám,2/5/2023,0:59,4,422204259,good
10831,4191,không_thấy nổi_bật chất_lượng,5/11/2019,14:53,2,422209663,bad
10832,117,,14/09/2018,14:26,5,422206042,good
10834,367,tốt hỗn_hợp tẩy sạch rửa,26/10/2018,19:22,4,422206648,good
10835,1786,giá tốt_trừ hàng chậm,19/12/2020,15:51,4,422205160,good
10836,3501,giá tiền tẩy nhẹ_tẩy rửa mặt cảm_giác hơi trơn không_bị khô,7/3/2022,15:05,5,422202153,good
10837,1683,màu đẹp lắm mùi aply mặt cảm_giác mát_mát thích cực xài thời,11/7/2021,11:12,5,318900005,good
10838,1365,ghiền xài serum mịn không_hề mụn,10/9/2022,23:42,5,422207844,good
10839,1834,mịn thích lắm không_rít,20/05/2021,11:28,5,204900010,good
10840,553,tốt,11/1/2022,22:22,5,422216416,good
10841,325,tẩy ổn giá này_nhiên hơi,6/8/2020,13:38,4,422203776,good
10842,16,tốt tầm giá không_tẩy mascara_lì hàng tẩy chống nắng dầu mụn_xài,14/10/2023,16:54,5,422204259,good
10843,218,tạm bôi bết_rích khó_chịu cực_kì phân_khúc giá rẻ skinaqua,29/03/2022,16:11,3,422204028,neutral
10844,6,tạm xứng_đáng giá tiền,18/02/2023,12:36,2,100220010,bad
10845,2413,đắp mát phê đắp căng ẩm thích,23/03/2022,9:36,5,422205163,good
10846,3989,chất sữa mỏng nhẹ mặt không_bị cảm_giác khô tone hơi tán mỏng,4/5/2022,20:46,5,331300023,good
10847,1891,đóng_gói cẩn_thận hàng đọc bình_luận tốt tưởng tốt hiệu nhạy_cảm,2/11/2023,20:39,5,100210023,good
10848,273,hợp dầu,26/06/2021,23:08,5,422211446,good
10849,2385,dễ_dàng thoải_mái thư_giãn,29/04/2023,11:42,5,308500015,good
10850,1075,chủ_yếu mát ẩm hồi xưa rẻ món bổ_rẻ dòng xịt_khoáng tác_dụng tế_không_nhiều xịt_khoáng đc không_làm,18/11/2022,0:33,4,100150059,good
10851,2403,dễ_dàng thoải_mái thư_giãn,27/04/2023,13:05,5,308500004,good
10852,686,dễ_dàng thoải_mái giản,30/04/2023,11:25,5,422205164,good
10853,319,giá hàng bông_tẩy rẻ chỗ xài êm,9/10/2020,5:26,5,243300007,good
10854,3213,không_tạo bọt giá thành_phần lành_tính đầu thích bôi mặt bạc hà_í mát_mát rửa sạch không_bị khô căng,14/03/2023,17:30,5,422207799,good
10855,395,mụn nhạy_cảm ẩm tốt dịu thích lắm,24/04/2021,21:25,5,253900003,good
10856,2319,dễ_dàng thoải_mái thư_giãn,4/5/2023,17:45,5,308500037,good
10857,4118,tẩy chết mặt ổn thơm,18/11/2023,15:47,5,422207812,good
10858,805,hàng siêu_sản_phẩm nguyên_siêu xịn,28/08/2020,11:45,5,200400004,good
10859,2409,mùi cồn,23/11/2022,11:12,5,422202253,good
10860,118,hiệu_quả lắm,4/12/2023,9:02,5,422204259,good
10861,1894,tệ_nhất,12/5/2022,21:15,1,422203173,bad
10862,1452,xài,5/11/2022,18:01,5,204900056,good
10863,1963,mịn,6/10/2024,19:11,5,422209052,good
10864,778,thơm cực bùn ghê,17/09/2021,16:29,5,100230064,good
10865,259,thuốc dầu nhạy_cảm sài không_bị_kích_ứng thấm_nhờn rít kiềm dầu tốt nâng tone trừ chống không_chống đổ mồ_hôi vết trắng dưỡng ẩm tốt không_sẽ vón,10/5/2021,11:55,5,201600198,good
10866,1089,,2/11/2021,18:46,3,422204904,neutral
10867,369,ưng,26/10/2018,19:05,5,422208807,good
10868,674,thích hasaki tẩy,3/5/2023,19:02,5,200400004,good
10869,2944,chân_ái đời xài không_biết_nhiêu tuýp rẻ bổ lắm trị mụn cực tốt mặt không_thuộc mỏng nhạy_cảm hàng sữa_rửa mặt mỏng xài tuần hồi mụn khủng_chỉ srm dẹp đống cưng ẻm lắm hơi,20/11/2021,0:16,5,100220010,good
10870,1915,tốt hasaki yên_tâm chất_lượng dầu mụn thấm không_bết_rít đổ dầu phút giấy thấm_dầu mùi hương hơi không_thích mùi,26/01/2022,10:32,5,100180113,good
10871,2579,không_bị,27/12/2023,11:56,5,100230069,good
10872,1207,xài sưng viêm mụn_ẩn mụn rửa mặt sần_sùi xài serum mụn hẳn láng mịn tuần khác_biệt xài tiếp,16/05/2022,10:07,5,100210023,good
10873,672,thích hasaki tẩy,4/5/2023,19:05,5,100230057,good
10874,2249,màu màu đỏ màu,2/5/2024,7:51,5,245500010,good
10875,3608,thích mê đêm môi mịn hẳn tẩy tbc tốt,16/06/2021,21:38,5,225200015,good
10876,2354,dễ_dàng thoải_mái thư_giãn,30/04/2023,20:26,5,308500009,good
10877,392,bữa floxia bác_sỹ kê đơn rửa tạm tuýp nivea tặng mụn bọc tướng vội kiếm srm_thế dầu hỗn_hợp nhạy_cảm ẻm ổn rửa không_bị khô căng,30/07/2023,14:02,5,422208973,good
10878,4236,nhạy_cảm thích ghê,5/11/2021,16:48,5,345800008,good
10879,138,mát,23/06/2023,12:13,5,100150059,good
10880,168,dầu mụn_tẩy meakup nhẹ không_nổi mụn không_kích_ứng không_hương_liệu cồn không_nhờn dính mượt không_khô,19/11/2022,20:56,5,205100136,good
10881,402,sữa rửa mặt tốt sạch mụn mịn,15/04/2023,23:04,5,422208975,good
10882,2359,tốt,30/04/2023,16:50,5,204100054,good
10883,1098,hôm bấm nhầm nhắn shop đổi tốt shop lắm hiệu_quả sạch sâu,26/03/2024,20:17,5,422201504,good
10884,2958,tốt,23/06/2022,10:18,5,422201700,good
10885,2580,tẩy_đỉnh đỉnh không_bị xơ_bông gòn dính mặt,3/10/2023,5:39,5,100230069,good
10886,2534,chất_lượng xài tuần nhờn chống nắng tiện_lợi tối thích,15/11/2020,16:07,5,422207283,good
10887,1365,tưởng qá,16/07/2022,23:06,5,206700001,good
10888,697,thích hasaki tẩy,29/04/2023,18:43,5,100230059,good
10889,1947,tẩy chết mặt ổn thơm,17/11/2023,15:50,5,422207812,good
10890,168,dầu mụn_tẩy meakup nhẹ không_nổi mụn không_kích_ứng không_hương_liệu cồn không_nhờn dính mượt không_khô,19/11/2022,20:56,5,205100146,good
10891,2510,mùi hương dễ_chịu giá_thành ổn,28/04/2023,12:21,5,422206537,good
10892,279,nâng tone tạm mùi thơm ổn,11/6/2021,21:01,4,249500019,good
10893,1456,sạch tốt phù_hơph dầu chất suốt bọt rửa mặt sạch mướt sạch tốt hơi khô căng thử tốt,14/07/2022,13:14,5,204900056,good
10894,3133,xài tốt cỡ,17/08/2021,16:20,5,422202153,good
10895,683,thích hasaki tẩy,30/04/2023,19:00,5,100230059,good
10896,1068,ẩm tốt thấm khô_ráo không_bị_nhày sài êm_mặt,18/05/2023,9:24,5,422207023,good
10897,3674,,9/12/2018,0:00,3,100220037,neutral
10898,1030,dãng thoải_mái thư_giãn,30/04/2023,15:04,5,422205163,good
10899,393,xịn vãi ò hàng xịn mê đóng_gói cẩn_thận đẹp,29/07/2023,12:25,5,422208974,good
10900,2663,tệ_bông mụt,13/05/2022,15:33,1,422203807,bad
10901,3212,tẩy tốt không_gây rát tẩy sạch giá,13/09/2023,20:58,5,206200037,good
10902,1080,đầu mùi thơm nhẹ kích_ứng không_nhưng ưng_ý,25/07/2022,22:56,5,422204906,good
10903,311,tuyệt_vời rẻ,1/12/2020,17:35,5,422208807,good
10904,280,tẩy chống nắng,6/6/2021,22:59,5,422204259,good
10905,2466,hàng review,18/06/2019,16:19,5,308500009,good
10906,1051,không_bí không_đổ dầu_dưỡng ẩm_nhẹ lớp mỏng xịn,30/04/2021,17:40,5,422211276,good
10907,443,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:06,5,422205162,good
10908,1072,tẩy sài,8/4/2023,11:33,5,422220606,good
10909,141,sạch tốt xám,2/5/2023,0:59,4,205100136,good
10910,598,ngâm nhạy_cảm khô dòng hơi ngứa đầu tiếng nâng tông lớp finish đẹp không_bóng thấm khô ẩm_kĩ bôi kiềm dầu khô,3/3/2023,9:17,4,253900006,good
10911,1559,tốt không_bị căng kích_ứng thời ngủ giấc hiệu_quả giá hời,20/07/2021,13:49,5,248700032,good
10912,117,ưng mặt_nạ í mụn_xưng đắp xẹp đi hẳn xài hộp hộp,6/4/2021,23:17,5,422205163,good
10913,2941,thích hũ thích múc hũ,13/09/2023,12:50,5,200500283,good
10914,3614,dưỡng hợp khô không_vảy đỏ_rát,4/7/2022,14:23,5,253900002,good
10915,2361,dễ_dàng thoải_mái thư_giãn,30/04/2023,14:53,5,422205164,good
10916,4559,bình_thường ngợi,27/04/2023,6:19,2,422205162,bad
10917,1130,định bảo không_ạ thành_phần không_thấy,30/10/2024,16:54,4,422219813,good
10918,1398,thích,16/07/2021,11:31,5,422220469,good
10919,4212,cơ_bản,27/03/2022,11:12,2,422205164,bad
10920,220,chất hợp khô thiên ẩm mặt trị_mụn,17/02/2022,21:17,5,318900005,good
10921,273,hợp dầu,26/06/2021,23:08,5,205100146,good
10922,3504,thích hàng hasaki hàng hàng nhãn hãng hiệu_quả giới_thiệu,18/02/2024,19:00,5,386000015,good
10924,3773,treatment_lót xài came giâc rát laroche_serum rát nhẹ hôm khô câme trầm_trọng kêt_hợp độ_ẩm siêu_thích,18/07/2023,16:01,5,204100070,good
10925,2086,chân_ái,24/08/2023,2:34,5,422205932,good
10926,1306,hỗn_hợp thiên_khô đầu hơi châm_chít nhẹ mát chống nắng mướt trông căng bóng í thử,2/4/2022,19:21,5,422209663,good
10927,1398,thích,16/07/2021,11:31,5,422207826,good
10929,814,tẩy bioderma không_nhớ chất_lượng ổn_định tẩy sạch nhẹ_nhàng không_gây kích_ứng tẩy dạng thế_này,2/4/2020,13:20,5,422216594,good
10930,2393,dễ_dàng thoải thư_giãn,28/04/2023,10:08,5,422205164,good
10931,128,màu xám dầu tẩy sạch hơi nhớt tiếp_xúc,22/10/2023,15:21,4,422208807,good
10932,1481,tốt sạch dịu nhẹ tuýp hàng tuýp,10/6/2021,11:28,4,204900056,good
10933,2884,dòng ngoại_trừ mùi không_hợp lắm siêng trắng lắm serum_dưỡng trắng_đáng nhất_hệ,8/2/2021,14:15,5,358300002,good
10934,171,serum dạng dầu không_rửa_mặt hơi dính,18/11/2022,0:24,4,422204259,good
10935,2363,mùi hương dễ_chịu giá_thành ổn,30/04/2023,14:03,5,204100054,good
10936,2738,tư_vấn kcn thất_vọng kcn hiện_tượng vón_cục thấm mặt hạt trắng cố aply kỹ set thiệt kcn,12/12/2022,12:12,3,422211276,neutral
10937,1034,mùi hương dễ_chịu mát giá_thành ổn,27/04/2023,17:59,5,204100019,good
10938,1271,,11/3/2024,14:49,4,204900005,good
10939,3305,đầu hiện_tượng đẩy mụn bôi đầu hơi ấm chất lỏng hơi rít không_hoàn toàn thấm tuần mỹ_phẩm tuần vết thâm_mụn mờ hẳn,8/2/2020,21:26,5,214000001,good
10940,1295,dễ_dàng thoải_mái thư_giãn,4/5/2023,16:18,5,422205160,good
10941,4413,âm_điểm dầu mụn kiếm sữa rửa mặt dầu mụn tư_vấn sạch sâu chuyên dầu mặt acid rát khô trải_nghiệm tệ_với,21/08/2024,23:31,1,248700102,bad
10942,1188,hsd quà tặng kèm,11/6/2022,10:51,5,422215804,good
10943,1827,mùi nồng_hắc khó_chịu tẩy sần,27/11/2022,22:43,1,204900025,bad
10944,2352,dễ_dàng thoải_mái thư_giãn,1/5/2023,10:05,5,422205162,good
10945,672,dễ_dàng thoải_mái thư_giãn,4/5/2023,16:47,5,308500037,good
10946,48,cảm_nhận hương_liệu ẩm tốt thiên_dầu tặng bông_tẩy quà đơn hàng,7/10/2022,22:16,5,318900012,good
10947,2010,hàng hasaki giá ổn_áp siêu_thị nâng tone nhẹ khuyến_điểm cushion đóng_gói cẩn_thận hàng_vẻ nhiệt_tình,22/11/2022,20:44,5,249500027,good
10948,3333,hàng hạn nsx hàng nsx,29/04/2020,9:59,4,223600010,good
10949,4037,mặt_nạ không_đăp mặt hiện_tượng nóng_phừng phừng hôm văn_trị shop tư_vấn mặt_nạ nhập,11/3/2021,10:36,4,365000020,good
10950,2532,xài chất_lượng lắm thích không_bị_nám hợp,15/11/2020,16:10,5,204100003,good
10951,3276,mặt_nạ tốt tốt,12/1/2023,19:06,5,422209636,good
10952,2421,mặt_nạ mụn ẩm_cồi mụn đẩy hôm thích,6/9/2021,23:50,5,422205163,good
10953,1846,sữa rửa mặt dịu nhẹ lành_tính rửa độ ậm không_bị khô không_lên mụn tầm giá học_viên hơi,21/09/2023,16:18,4,224100009,good
10954,1987,khô tuýp_chất ẩm không_khô lớp nâng tông,26/10/2022,22:53,5,422203145,good
10955,1493,,30/06/2020,10:39,5,204900159,good
10956,2770,,21/07/2017,5:17,5,224100008,good
10957,443,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:06,5,308500004,good
10958,2079,sài,17/06/2019,10:36,5,422203145,good
10959,1897,viết phục_hồi mờ hẳn vết thâm nặn mụn bóng ẩm_phục_hồi khỏe xài bha,21/11/2022,21:08,5,100210023,good
10960,2368,dễ_dàng thoải_mái thư_giãn,30/04/2023,12:27,5,422202253,good
10961,83,bổ_rẻ chuyên_dùng,2/7/2021,9:03,5,422204259,good
10962,101,chấm kcn giá rẻ hợp mụn mắt lắm,17/10/2022,20:36,3,422204777,neutral
10963,1469,tạm ổn,13/03/2022,19:53,4,422206042,good
10964,2347,mùi hương dễ_chịu mát giá_thành ổn,1/5/2023,12:49,5,422206537,good
10965,2272,không_hợp,15/07/2023,10:45,5,422210146,good
10966,595,ổn áp_không_bị mụn_ẩn nhờn không_tẩy,9/12/2022,15:16,4,422204904,good
10967,2643,bông_tẩy thích rẻ chất_lượng mềm không_dày xài thích tẩy đậm thử ghiền,28/06/2022,20:53,5,422203301,good
10968,1336,tốt sài tuần hiệu_quả mềm mịn đổ dầu hôm_tích oxi hóa serum lành_tính mụn phục_hồi ẩm tốt,18/04/2021,1:40,5,253900004,good
10969,3240,khuyên không_thôi_năng không,24/07/2022,12:49,4,422204231,good
10970,2544,chăng_không_bị nhăn hoài chất ẩm ngăn_ngừa lão hóa eucerin hyaluron filer moisture boster eucerin tuần căng mệm_mại đẹp,13/11/2020,22:06,5,204100070,good
10971,1297,centela ổn bầu nổi sưng đỏ kèm khô mụn sưng nhìu nổi mụn_ẩn không_nhiều bớt ẩm lắm thử yêu yêu,8/9/2023,19:42,5,253900004,good
10972,4102,tẩy chết mặt ổn thơm,19/11/2023,10:17,5,422207812,good
10973,4053,serum dịu nhẹ treatment ẩm tốt hiệu_quả mờ_thâm,3/6/2024,11:47,4,100210016,good
10974,2316,dễ_dàng mùi hương dễ_chịu thư_giãn,4/5/2023,20:11,5,308500013,good
10975,1460,date laroche posay,26/05/2022,9:08,3,204900056,neutral
10976,348,hạt scrub hơi mát nhẹ_nhàng mùi mơ_thoảng sạch sâu,7/8/2017,6:19,5,100220010,good
10977,2355,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:26,5,422205162,good
10978,920,,11/4/2023,20:16,5,422204795,good
10979,2343,mùi hương dễ_chịu mát giá_thành ổn,2/5/2023,9:28,5,422206537,good
10980,656,tốt,16/10/2023,20:55,5,200400003,good
10981,4308,lỗ chân tuần mùi thơm hủ lỗ chân mũi,29/09/2024,23:33,5,355500011,good
10982,250,tặng thời,19/08/2021,14:02,5,205100146,good
10983,348,chất_lượng giá_cả nhiêu nước_tẩy bổ rẻ,6/10/2019,15:22,5,422211447,good
10984,1112,hộp shop tháo hộp hơi thẩm_mỹ,18/06/2022,10:46,5,422204657,good
10985,2418,đầu mask tâm_lý đeo lổ nằm không_sợ_rớt ẻm móc êm dài_dài,15/11/2021,20:17,5,422205163,good
10986,3542,lắm bông_ép không_bị sơ_bông sài thích êm,17/06/2021,18:09,5,237800005,good
10987,608,bảo tone trắng_bệt hơi thử tiệp trắng không_thấy nâng tone,14/08/2022,7:03,5,422212100,good
10988,3407,xài lọ ổn,13/06/2021,20:23,5,422209795,good
10989,17,,7/10/2023,15:31,5,422208973,good
10990,404,tốt,15/04/2023,16:02,5,422208972,good
10991,638,tốt,15/09/2024,14:45,5,422216594,good
10992,359,lớp dầu tẩy lì giá sài,11/5/2019,14:44,5,422204259,good
10993,2072,mụn nhạy_cảm mướt,19/05/2021,14:09,5,245500001,good
10994,162,á_giá rẻ mùi hơi ghê hiệu_quả,6/1/2023,0:45,5,365000016,good
